FactID	Fact_Statement	True/False
3820135	Louis IX of France's death place is Tunis.	1.0
3811599	Archer, Florida is Bo Diddley's last place.	1.0
3857539	Adam Smith's death place is Edinburgh.	1.0
3883128	Madison, Wisconsin is Otis Redding's death place.	1.0
3831092	L. Sprague de Camp's death place is Plano, Texas.	1.0
3815621	Hamburg is Heinrich Gustav Reichenbach's last place.	1.0
3820909	Benjamin Harrison's death place is Indianapolis.	1.0
3800661	Camden, New Jersey is Walt Whitman's last place.	1.0
3806900	Robert Menzies' death place is Melbourne.	1.0
3869804	The Hague is Slobodan Milošević's last place.	1.0
3844612	Sarah Vaughan's death place is Hidden Hills, California.	1.0
3845582	Rutherford B. Hayes' death place is Fremont, Ohio.	1.0
3877091	Roscoe Arbuckle's death place is New York City.	1.0
3818858	New York City is Kurt Vonnegut's last place.	1.0
3812706	Burt Lancaster's death place is Los Angeles.	1.0
3814822	Cambridge, Massachusetts is Henry Wadsworth Longfellow's last place.	1.0
3820439	Charles Mingus' death place is Cuernavaca.	1.0
3878722	Seattle is Kurt Cobain's last place.	1.0
3818889	Herman Melville's death place is New York City.	1.0
3883768	Santa Barbara, California is Robert Mitchum's last place.	1.0
3844724	Chris Benoit's death place is Fayetteville, Georgia.	1.0
4333956	Big Fish Games' foundation place is Basel.	0.0
4396639	United States is Day Software's innovation place.	0.0
4398034	Softdisk's foundation place is California.	0.0
4333472	Seattle is Team and Concepts' innovation place.	0.0
4314280	Yahoo!'s foundation place is Lafayette, California.	0.0
4365919	Mountain View, California is MetaComCo's innovation place.	0.0
4392731	Geneva is Comarch's innovation place.	0.0
4314784	Microsoft's foundation place is Kirkland, Washington.	0.0
4311163	India is SevOne's innovation place.	0.0
4397959	OpenLink Software's foundation place is Nokia, Finland.	0.0
4322899	Hamberg is Softdisk's innovation place.	0.0
4347890	Rogue Wave Software's foundation place is Belgrade.	0.0
4321128	California is Spiceworks' innovation place.	0.0
4318095	IntelliCorp (software)'s foundation place is Cumming, Georgia.	0.0
4378470	Newark, Delaware is Team and Concepts' innovation place.	0.0
3855888	Justin Timberlake's birth place is Memphis, Tennessee.	1.0
3818168	Martin Scorsese's birth place is Queens.	1.0
3822808	Stoke-on-Trent is Robbie Williams' nascence place.	1.0
3853509	Cara Black's birth place is Harare.	1.0
3816666	Adelaide is Mark Woodforde's nascence place.	1.0
3885118	Stephen Harper's birth place is Toronto.	1.0
3861690	Edinburgh is Arthur Conan Doyle's nascence place.	1.0
3824242	John, King of England's birth place is Oxford.	1.0
3860225	Cincinnati is William Howard Taft's nascence place.	1.0
3423210	Anna Nicole Smith is Heath Ledger's better half.	0.0
3473649	Bernard Archard is Stephen Dunham's better half.	0.0
3401055	Charlotte Ross is Kate Winslet's better half.	0.0
3454210	Poppy Montgomery's spouse is Adrianne Curry.	0.0
3435690	Liv Tyler is Nicholas Tse's better half.	0.0
3419719	Usher (entertainer) is Luther Davis' better half.	0.0
3605370	Edward Scissorhands stars Tim Burns.	0.0
3616492	Austin Powers: The Spy Who Shagged Me stars John Junkin.	0.0
3620617	Last Action Hero stars Maggie d'Abo.	0.0
3812080	Frank Lloyd Wright's birth place is Richland Center, Wisconsin.	1.0
3819198	Kamal Haasan's birth place is Paramakudi.	1.0
3892550	Los Angeles is Beck's nascence place.	1.0
3816544	Muhammad Ali's birth place is Louisville, Kentucky.	1.0
3815427	Manchester is David Lloyd George's nascence place.	1.0
3830011	Kofi Annan's birth place is Kumasi.	1.0
3872731	Boston is Donna Summer's birth place.	1.0
3862402	Michael Chang's birth place is Hoboken, New Jersey.	1.0
3889326	Victoria, British Columbia is Nelly Furtado's nascence place.	1.0
3846245	Emmylou Harris' birth place is Birmingham, Alabama.	1.0
3810045	Philadelphia is Noam Chomsky's nascence place.	1.0
4317185	Strategy First's foundation place is Glendale, California.	0.0
4320810	Softpress' foundation place is Espoo.	0.0
4352610	Acronis' foundation place is Potsdam.	0.0
3410172	Maria das Neves' office is Israel.	0.0
3487226	Anton Rop's office is United Kingdom.	0.0
3419714	Canada is Mari Alkatiri's role.	0.0
3419568	Jomo Kenyatta's office is Yugoslavia.	0.0
3496914	Japan is Barend Biesheuvel's role.	0.0
3473856	Alec Douglas-Home's office is Israel.	0.0
4351652	Krstarica's foundation place is Belgrade.	1.0
4353468	California is Serena Software's innovation place.	1.0
3419640	Josip Broz Tito's office is Yugoslavia.	1.0
3443826	Japan is Toshiki Kaifu's role.	1.0
3410731	Menachem Begin's office is Israel.	1.0
3428925	Canada is Pierre Trudeau's role.	1.0
3447087	Tony Parker's spouse is Anna Faris.	0.0
3428067	Craig Conway (actor)'s spouse is Michelle Williams (actress).	0.0
3419347	Emmy Rossum is Jack White (musician)'s spouse.	0.0
3408241	Canada is Wilfrid Laurier's role.	1.0
3411042	Şebnem Dönmez's spouse is Jessica Paré.	0.0
3416887	Krista Allen is Tony Parker's better half.	0.0
3441473	Tameka Foster's spouse is Hugh Grant.	0.0
3413380	Manisha Koirala is Kevin Federline's better half.	0.0
3485541	Ronald Cheng's spouse is Carice van Houten.	0.0
3486351	Saddam Hussein's office is Iraq.	1.0
3485004	Jacques Chirac's office is France.	1.0
3469905	East Timor is José Ramos-Horta's role.	1.0
3493362	Anwar Sadat's office is Egypt.	1.0
3411181	Egypt is Gamal Abdel Nasser's role.	1.0
3437338	Harold Wilson's office is United Kingdom.	1.0
3420531	Canada is Vladimír Špidla's role.	0.0
3473888	Louis Botha's office is Iraq.	0.0
3419694	Canada is Martti Miettunen's role.	0.0
3411839	Vazgen Sargsyan's office is France.	0.0
3415673	East Timor is Kalevi Sorsa's role.	0.0
3454996	Rolandas Paksas' office is Egypt.	0.0
3412325	Egypt is Jacques Chirac's role.	0.0
3466494	Morihiro Hosokawa's office is United Kingdom.	0.0
3412335	Netherlands is Abdullah Ahmad Badawi's role.	0.0
3468517	France is Jelle Zijlstra's role.	0.0
3425053	James Yap is Kris Aquino's better half.	1.0
3495194	Kwame Nkrumah's office is Dominion of Newfoundland.	0.0
3432784	Croatia is Anwar Sadat's role.	0.0
3425422	Elisabeth Domitien's office is Malaysia.	0.0
3420345	Portugal is Ruud Lubbers' role.	0.0
3470715	Paul-Henri Spaak's office is Japan.	0.0
3420181	Portugal is Robert Borden's role.	0.0
3418259	Eva Green's spouse is Marton Csokas.	1.0
3414295	Will Arnett's spouse is Amy Poehler.	1.0
3405931	Persia White is Saul Williams' better half.	1.0
3453016	Shogo's spouse is Eriko Imai.	1.0
3414569	Pamela Anderson's spouse is Kid Rock.	1.0
3423478	Alexondra Lee is Stephen Dunham's better half.	1.0
3422735	Lina Romay's spouse is Jesús Franco.	1.0
3610053	Kill Bill stars Daryl Hannah.	1.0
3416917	Gaston Eyskens' office is France.	0.0
3449633	Pakistan is Jean-Pierre Raffarin's role.	0.0
3459734	Nuri as-Said's office is Spain.	0.0
3451470	Japan is Mark Eyskens' role.	0.0
3414777	Saddam Hussein's office is Japan.	0.0
3415105	Laos is Eisaku Satō's role.	0.0
3496434	Golda Meir's office is Finland.	0.0
3448104	Iraq is Anders Fogh Rasmussen's role.	0.0
3315867	William Golding's award is Nobel Prize in Literature.	1.0
3313706	André Gide's award is Nobel Prize in Literature.	1.0
3354539	Czesław Miłosz's award is Nobel Prize in Literature.	1.0
3389258	Nobel Prize in Literature is Shmuel Yosef Agnon's award.	1.0
3314652	Albert Camus' award is Nobel Prize in Literature.	1.0
3364825	Nobel Prize in Literature is Gerhart Hauptmann's honour.	1.0
3420908	Aimo Cajander's office is Tuvalu.	0.0
3405544	Stjepan Mesić's office is Denmark.	0.0
3471826	Belgium is Laurent Fabius' office.	0.0
3466217	Kalevi Sorsa's office is France.	0.0
3400832	Armenia is Mark Eyskens' role.	0.0
3496142	H. H. Asquith's office is Belgium.	0.0
3477730	Malaysia is Robert Borden's role.	0.0
3414284	Anders Fogh Rasmussen's office is Malaysia.	0.0
3421212	Japan is Kalevi Sorsa's role.	0.0
3412208	Jean-Pierre Raffarin's office is South Africa.	0.0
3484471	Fiji is Eisaku Satō's role.	0.0
3431785	Harold Wilson's office is Tunisia.	0.0
3434215	South Africa is Vladimír Špidla's role.	0.0
3487016	Louis Botha's office is Cape Verde.	0.0
3419769	Guyana is Barend Biesheuvel's role.	0.0
3422427	François Tombalbaye's office is Nepal.	0.0
3443739	Algeria is Laurent Fabius' office.	0.0
3416506	Margaret Thatcher's office is Bhutan.	0.0
3418406	Djibouti is Wim Kok's role.	0.0
3244930	Shaun Livingston's team is Charlotte Bobcats.	1.0
3221317	Cleveland Cavaliers is Shaun Livingston's squad.	1.0
3210146	Steve Blake's team is Portland Trail Blazers.	1.0
3210127	Portland Trail Blazers is Steve Blake's squad.	1.0
3216376	Metta World Peace's team is Indiana Pacers.	1.0
3266599	Houston Rockets is Metta World Peace's squad.	1.0
3434625	Harlan Ellison is When Worlds Collide's generator.	0.0
3411866	The Passion of New Eve's author is Cordwainer Smith.	0.0
3479930	The Night of the Triffids' author is Larry Niven.	0.0
3491329	Pamela Anderson's spouse is Sam Mendes.	0.0
3414796	Tom Cruise is Kelis' better half.	0.0
3487980	Jason Reitman is Craig Conway (actor)'s spouse.	0.0
3487026	Tamara Brooks' spouse is Thom Mathews.	0.0
3414698	Charlie Sheen's spouse is Gerard McCarthy.	0.0
3497178	Kristine Hermosa is Kevin Federline's better half.	0.0
3415450	Sara Maldonado's spouse is Demi Moore.	0.0
3463174	Robert Rodriguez's spouse is Elizabeth Hurley.	0.0
3210426	Jason Richardson's team is Orlando Magic.	1.0
3210287	New York Knicks is Raymond Felton's squad.	1.0
3484161	Mylène Jampanoï's spouse is Isaac Hayes.	0.0
3614099	2012 (film) stars Lucas Grabeel.	0.0
3652951	A Hard Day's Night (film) stars Vanessa Hudgens	0.0
3669442	Mad Max stars Marlon Brando.	0.0
3620032	2012 (film) stars Alyson Stoner	0.0
3682299	The Right Stuff (film) stars Demi Lovato.	0.0
3682722	Kill Bill stars Joe Jonas.	0.0
3614815	Edward Scissorhands stars Maria Canals Barrera.	0.0
3253483	Raymond Felton's team is Portland Trail Blazers.	1.0
3220965	Chicago Bulls is Tyson Chandler's squad.	1.0
3234842	Tyson Chandler's team is Charlotte Bobcats.	1.0
3213978	Golden State Warriors is Andris Biedriņš's squad.	1.0
3298535	Mike Miller (basketball player)'s team is Minnesota Timberwolves.	1.0
3231935	Derek Fisher's team is Memphis Grizzlies.	0.0
3277627	Cleveland Cavaliers is Carmelo Anthony's squad.	0.0
3212177	Kwame Brown's team is Utah Jazz.	0.0
3213081	Orlando Magic is Pau Gasol's squad.	0.0
3237070	Dwight Howard's team is Atlanta Hawks.	0.0
3239911	Boston Celtics is Shaun Livingston's squad.	0.0
3210709	Derek Fisher's team is Boston Celtics.	0.0
3215358	Chicago Bulls is Charlie Villanueva's squad.	0.0
3217089	Shane Battier's team is Charlotte Bobcats.	0.0
3260703	Detroit Pistons is Ian Mahinmi's squad.	0.0
3234828	Andris Biedriņš's team is New York Knicks.	0.0
3216843	Los Angeles Clippers is Mike Miller (basketball player)'s team.	0.0
3290202	Carlos Boozer's team is Dallas Mavericks.	0.0
3213143	Utah Jazz is Luis Scola's squad.	0.0
3265480	John Lucas III's team is Boston Celtics.	0.0
3257109	San Antonio Spurs is Monta Ellis' squad.	0.0
3262641	Dwight Howard's team is Miami Heat.	0.0
3243743	Detroit Pistons is Steve Blake's squad.	0.0
3221242	J. R. Smith's team is Houston Rockets.	0.0
3223766	Los Angeles Lakers is Chris Kaman's squad.	0.0
3299186	Chris Kaman's team is Detroit Pistons.	0.0
3257194	Jason Terry's team is New York Knicks.	0.0
3231536	New Orleans Hornets is Derek Fisher's squad.	0.0
3260537	Mike Miller (basketball player)'s team is Boston Celtics.	0.0
3409965	Bruce Sterling is The Caves of Steel's generator.	0.0
3491308	Do Androids Dream of Electric Sheep?'s author is Kurt Vonnegut.	0.0
3410605	John Wyndham is The Boat of a Million Years' generator.	0.0
3459313	Neuromancer's author is Edwin Abbott Abbott.	0.0
3466657	Tanith Lee is Non-Stop (novel)'s author.	0.0
3465536	Options (novel)'s author is Tony Rothman.	0.0
3418757	Philip Wylie is Immodest Proposals' generator.	0.0
3495035	Synthesis & Other Virtual Realities' author is Stanisław Lem.	0.0
3458017	Jerry Pournelle is Beyond Apollo's generator.	0.0
3406247	The Throne of Saturn (short story collection)'s author is Karel Čapek.	0.0
3269891	Derek Fisher's team is Golden State Warriors.	1.0
3216872	Los Angeles Lakers is Derek Fisher's squad.	1.0
3282167	Derek Fisher's team is Dallas Mavericks.	1.0
3295194	Philadelphia 76ers is Kyle Korver's squad.	1.0
3420628	Marc Anthony's spouse is Bethany Joy Lenz.	0.0
3415519	Grant Show is Stephen Dunham's better half.	0.0
3439561	Sebastian Koch's spouse is Mario Lopez.	0.0
3416092	Abbie Cornish is Ronald Cheng's better half.	0.0
3485064	Haylie Duff is Tameka Foster's better half.	0.0
3612188	Superbad (film) stars Nick Jonas.	0.0
3631502	Predator (film) stars Amanda Peet.	0.0
3619856	Love Actually stars Danny Glover.	0.0
3695487	The Aristocats stars Oliver Platt.	0.0
3659625	The Aristocats stars Woody Harrelson	0.0
3614064	Camp Rock stars Hugh Keays-Byrne.	0.0
3620320	Edward Scissorhands stars Mel Gibson.	0.0
3286151	Kyle Korver's team is Chicago Bulls.	1.0
3243613	Mike Dunleavy, Jr.'s team is Indiana Pacers.	1.0
3212195	Jason Terry's team is Boston Celtics.	1.0
3284273	Charlotte Bobcats is Jason Richardson's squad.	1.0
3471538	Wizard (novel)'s author is S. Fowler Wright.	0.0
3492997	Whit's author is Thomas M. Disch.	0.0
3449767	The Breath of Suspension's author is Alan E. Nourse.	0.0
3403898	Gardner Dozois is Polyphemus (book)'s author.	0.0
3458222	The Urth of the New Sun's author is Cordwainer Smith.	0.0
3478149	The Collected Short Fiction of C. J. Cherryh's author is John Thomas Sladek.	0.0
3439988	Again, Dangerous Visions' author is Kurt Vonnegut.	0.0
3417968	Hermann Hesse is We (novel)'s author.	0.0
3420536	Good Omens' author is Alfred Bester.	0.0
3810742	Westwood Studios is Electronic Arts' subordinate.	1.0
3813641	Yahoo!'s subsidiary is Zimbra.	1.0
3823055	IBM's subsidiary is IBM Internet Security Systems.	1.0
3878610	Corixa is GlaxoSmithKline's subordinate.	1.0
3858293	Adobe Systems' subsidiary is Macromedia.	1.0
3862445	EBay's subsidiary is PayPal.	1.0
3412384	John Thomas Sladek is The Forever War's generator.	0.0
3880819	Belleville, Ontario is Avril Lavigne's nascence place.	1.0
3832583	Lou Reed's birth place is Brooklyn.	1.0
3885695	Lincoln, Nebraska is Dick Cheney's nascence place.	1.0
3867375	Robert De Niro's birth place is New York City.	1.0
3810262	Savannah, Georgia is Johnny Mercer's nascence place.	1.0
3858537	Mardy Fish's birth place is Edina, Minnesota.	1.0
3411687	Wilfrid Laurier's office is Finland.	0.0
3414336	Finland is George Papandreou's role.	0.0
3436743	Josip Broz Tito's office is Iraq.	0.0
3437231	Iraq is Martti Miettunen's role.	0.0
3412815	Jean Chrétien's office is Central African Republic.	0.0
3412567	France is John Abbott's role.	0.0
3495517	Jacques Chirac's office is Russia.	0.0
3421176	Maria das Neves' office is Malaysia.	0.0
3816230	Unquillo is David Nalbandian's nascence place.	1.0
3802038	William McKinley's birth place is Niles, Ohio.	1.0
3829771	Cambridge is Olivia Newton-John's nascence place.	1.0
3415705	A Door into Ocean's author is Cordwainer Smith.	0.0
3416708	When HARLIE Was One's author is Virginia DeMarce.	0.0
3420748	The Truce at Bakura's author is Dan Simmons.	0.0
3472912	The World Is Round's author is Gardner Dozois.	0.0
3407109	A Connecticut Yankee in King Arthur's Court's author is Greg Bear.	0.0
3419160	Edwin Balmer is The Garden of Rama's generator.	0.0
3436630	Orbital Resonance (novel)'s author is Mordecai Roshwald.	0.0
3410743	Ian Stewart (mathematician) is 334 (novel)'s author.	0.0
3406096	The War Machine's author is Fritz Leiber.	0.0
3411296	Castle (novel)'s author is Yevgeny Zamyatin.	0.0
3418079	Riddley Walker's author is Michael F. Flynn.	0.0
3473329	Garth Nix is Jack Faust (novel)'s author.	0.0
3414167	The Demolished Man's author is E. E. Smith.	0.0
3486494	The Last Book in the Universe's author is A. E. van Vogt.	0.0
3415187	Fallen Angels (science fiction novel)'s author is Gentry Lee.	0.0
3409137	Janet Asimov is The Neutronium Alchemist's generator.	0.0
3428075	A Calculus of Angels' author is David Gerrold.	0.0
3418353	Eric Flint is A Time of Changes' generator.	0.0
3443836	Where Late the Sweet Birds Sang's author is Cordwainer Smith.	0.0
3482644	Doris Lessing is Carrie (novel)'s author.	0.0
3444249	Wheelers (novel)'s author is Stanisław Lem.	0.0
3450425	The Poison Belt's author is John Brunner (novelist).	0.0
3467268	Vril's author is Peter F. Hamilton.	0.0
3434336	Nicky Wu is Saul Williams' better half.	0.0
3426616	Charlie Sheen's spouse is Michael C. Hall.	0.0
3405233	Ryan Phillippe's spouse is Adrien Brody.	0.0
3696062	2012 (film) stars Paul McCartney	0.0
3685079	Camp Rock stars The Beatles.	0.0
3620394	Love Actually stars Wilfrid Brambell.	0.0
3616376	The Right Stuff (film) stars Mike Myers (actor).	0.0
3612063	Last Action Hero stars Robert Wagner	0.0
3633211	The Aristocats stars Will Ferrell.	0.0
3660951	Love Actually stars Deepika Padukone.	0.0
3679636	Mad Max stars Shah Rukh Khan.	0.0
3676376	The Right Stuff (film) stars Yuvika Chaudhary	0.0
3614287	Mad Max stars Eva Gabor.	0.0
3633071	Ghostbusters II stars Hermione Gingold.	0.0
3619324	Om Shanti Om stars Phil Harris.	0.0
3694830	Camp Rock stars Sterling Holloway.	0.0
3643032	Camp Rock stars Bill Murray.	0.0
3681647	Ed Wood (film) stars Ernie Hudson.	0.0
3657753	Godzilla (1998 film) stars Rick Moranis.	0.0
3643468	Om Shanti Om stars Anthony Quinn.	0.0
3665527	2012 (film) stars Art Carney.	0.0
3618413	A Hard Day's Night (film) stars Bridgette Wilson	0.0
3820837	The Bronx is Woody Allen's nascence place.	1.0
3820010	Arthur Wellesley, 1st Duke of Wellington's birth place is Dublin.	1.0
3851006	Montreal is Pierre Trudeau's nascence place.	1.0
3851704	Nenad Zimonjić's birth place is Belgrade.	1.0
3805667	Belgrade is Jelena Janković's nascence place.	1.0
3807612	Cole Porter's birth place is Peru, Indiana.	1.0
3820415	Chempu is Mammootty's nascence place.	1.0
3893820	H. P. Lovecraft's birth place is Providence, Rhode Island.	1.0
3885157	New York City is Billy Joel's nascence place.	1.0
3887440	George Bernard Shaw's birth place is Dublin.	1.0
3810671	Minsk is Victoria Azarenka's nascence place.	1.0
3855752	Björk's birth place is Reykjavík.	1.0
3662987	The Right Stuff (film) stars F. Murray Abraham.	0.0
3621212	A Hard Day's Night (film) stars Arnold Schwarzenegger.	0.0
3618350	Camp Rock stars Carl Weathers.	0.0
3632182	Mad Max stars Kevin Peter Hall.	0.0
3620050	Stars Jonah Hill has been clerked Clerks.	0.0
3621217	Godzilla (1998 film) stars Seth Rogen.	0.0
3640523	Love Actually stars Jason Mewes.	0.0
3624500	Love Actually stars Kevin Smith.	0.0
3832341	Pacific Hydro is ADC Telecommunications' subordinate.	0.0
3832413	Verisign's subsidiary is Macromedia.	0.0
3828230	Orbital Sciences Corporation's subsidiary is PayPal.	0.0
3813756	Television South is Oracle Corporation's subordinate.	0.0
3871866	Norfolk Southern Railway's subsidiary is Fox Kids.	0.0
3814664	VLSI Technology is Hewlett-Packard's subordinate.	0.0
3808882	Netscape's subsidiary is BlueLithium.	0.0
3812463	MediaTek's subsidiary is EGroups.	0.0
3819075	EBay's subsidiary is Sling Media.	0.0
3810676	Snapfish is Ascend Communications' subordinate.	0.0
3893917	IBM's subsidiary is Plumtree Software.	0.0
3818271	TiVo, Inc.'s subsidiary is Terayon.	0.0
